timestamp,token.symbol,value,type,token.exchange_rate,from.hash,to.hash,usd_volume,date
2023-03-03,ETH-X,25.76828885112137,token_minting,0.6417831517825707,0xFrom029,0xTo022,16.53765363491635,2023-03-03
2023-03-03,ETH-X,46.26229567393163,token_transfer,1.12572632171026,0xFrom022,0xTo005,52.07868394288753,2023-03-03
2023-02-16,BTC-Y,86.82725054083805,token_burning,2.3705941970906554,0xFrom015,0xTo028,205.83217628144715,2023-02-16
2023-03-03,BTC-Y,72.7169069766308,token_transfer,2.2013605212096925,0xFrom013,0xTo024,160.07612824283268,2023-03-03
2023-02-20,ETH-X,74.2706521199981,token_burning,2.463811396153078,0xFrom009,0xTo016,182.9888790929721,2023-02-20
2023-02-24,ETH-X,42.54933344480754,token_minting,1.7559867652081962,0xFrom006,0xTo045,74.7160663975125,2023-02-24
2023-03-05,USD-ST,34.59349925469629,token_transfer,0.9950201462808239,0xFrom044,0xTo023,34.421228688773475,2023-03-05
2023-01-03,ETH-X,37.10387629846027,token_transfer,0.8256300993537276,0xFrom036,0xTo010,30.63407707470617,2023-01-03
2023-02-20,ETH-X,98.76495637360578,token_minting,0.8738288812169233,0xFrom028,0xTo025,86.30367133138617,2023-02-20
2023-01-07,BTC-Y,4.010919141248248,token_transfer,0.5395913166945088,0xFrom002,0xTo033,2.1642571405813507,2023-01-07
2023-01-21,ETH-X,86.70314961224486,token_burning,1.2813642219718784,0xFrom014,0xTo027,111.0983138454055,2023-01-21
2023-03-14,USD-ST,57.86754085723934,token_burning,0.882855360999085,0xFrom035,0xTo002,51.08866867364734,2023-03-14
2023-02-08,ETH-X,43.86154191895905,token_burning,1.3233109209134049,0xFrom046,0xTo010,58.04245742945961,2023-02-08
2023-01-18,BTC-Y,72.52576604151365,token_burning,2.3699888636775306,0xFrom045,0xTo037,171.88525784806936,2023-01-18
2023-01-04,BTC-Y,48.666894142470284,token_minting,1.36108041901438,0xFrom018,0xTo013,66.23955667156193,2023-01-04
2023-03-30,ETH-X,87.34232380816606,token_transfer,2.2559689939696694,0xFrom012,0xTo025,197.04157437248148,2023-03-30
2023-03-01,BTC-Y,90.07018640112585,token_burning,1.711009533231753,0xFrom041,0xTo047,154.11094759228732,2023-03-01
2023-01-14,USD-ST,42.17209268734554,token_minting,0.9942631093227838,0xFrom020,0xTo020,41.93015600196881,2023-01-14
2023-01-09,USD-ST,27.682779723505156,token_transfer,1.2117095185184228,0xFrom036,0xTo038,33.54348769001999,2023-01-09
2023-03-31,ETH-X,59.23503285933622,token_transfer,0.6678390716428588,0xFrom026,0xTo029,39.55946935351334,2023-03-31
2023-02-22,ETH-X,91.2363345616691,token_minting,1.166925187192021,0xFrom028,0xTo007,106.46597678708956,2023-02-22
2023-01-02,ETH-X,21.066218900566657,token_minting,1.855081891007068,0xFrom019,0xTo019,39.07956119443203,2023-01-02
2023-03-25,BTC-Y,62.296658356348274,token_burning,0.6442221858588704,0xFrom024,0xTo047,40.13288941802995,2023-03-25
2023-04-02,USD-ST,63.156022009252055,token_transfer,0.9108028169560587,0xFrom005,0xTo031,57.522682753765615,2023-04-02
2023-03-01,USD-ST,73.3113022415281,token_transfer,1.262882082826623,0xFrom035,0xTo021,92.58353006951307,2023-03-01
2023-03-12,BTC-Y,13.15676851272598,token_minting,2.464099074031925,0xFrom001,0xTo006,32.419581109460474,2023-03-12
2023-02-13,USD-ST,71.58249646820886,token_transfer,2.0697236459177604,0xFrom021,0xTo008,148.15598557407645,2023-02-13
2023-01-08,ETH-X,90.9032520665641,token_burning,1.9669734929842078,0xFrom031,0xTo044,178.8042872409935,2023-01-08
2023-02-16,ETH-X,17.968310887024195,token_transfer,0.732381913050892,0xFrom015,0xTo000,13.15966590173195,2023-02-16
2023-02-04,ETH-X,23.754332492387764,token_minting,2.061991787229983,0xFrom017,0xTo028,48.9812385104339,2023-02-04
2023-03-19,USD-ST,97.13950940416396,token_minting,2.0705376230320303,0xFrom004,0xTo007,201.1310089041952,2023-03-19
2023-03-22,ETH-X,18.097695270948975,token_burning,1.7022053912486566,0xFrom035,0xTo003,30.80599445938466,2023-03-22
2023-02-05,BTC-Y,85.4385093369579,token_burning,2.4807235639967438,0xFrom029,0xTo034,211.9493233849473,2023-02-05
2023-02-19,BTC-Y,49.227785644803475,token_transfer,1.150507811849104,0xFrom044,0xTo002,56.636951944379575,2023-02-19
2023-01-04,USD-ST,24.723107440317705,token_transfer,2.3825448964837035,0xFrom018,0xTo044,58.903913457147226,2023-01-04
2023-01-02,BTC-Y,87.07499012725114,token_minting,2.329462229913007,0xFrom022,0xTo039,202.83790067147953,2023-01-02
2023-01-06,BTC-Y,44.53052550026655,token_burning,0.5229613194987557,0xFrom033,0xTo006,23.287742373592383,2023-01-06
2023-02-23,USD-ST,51.48173539296902,token_burning,1.400233052949622,0xFrom012,0xTo026,72.08642752044163,2023-02-23
2023-01-04,ETH-X,35.92333693997657,token_burning,2.4542084661031467,0xFrom042,0xTo000,88.16335764876641,2023-01-04
2023-02-23,ETH-X,59.29508514349274,token_transfer,0.7062427248161516,0xFrom028,0xTo026,41.87672249994602,2023-02-23
2023-04-03,ETH-X,16.352387258502276,token_burning,1.595569388766639,0xFrom035,0xTo015,26.09136854292385,2023-04-03
2023-03-04,USD-ST,39.10815366517607,token_minting,2.457915014082208,0xFrom021,0xTo037,96.12451806667039,2023-03-04
2023-01-18,BTC-Y,96.94123223352875,token_minting,1.6109908482117203,0xFrom046,0xTo006,156.17143794258186,2023-01-18
2023-03-31,ETH-X,25.813343270112753,token_transfer,0.879630605944312,0xFrom035,0xTo043,22.70620678213781,2023-03-31
2023-02-13,ETH-X,65.67366645412922,token_transfer,1.6643664601851795,0xFrom008,0xTo022,109.30504776364121,2023-02-13
2023-02-03,USD-ST,32.51900642246949,token_burning,0.9088811478990937,0xFrom038,0xTo040,29.555911885792067,2023-02-03
2023-03-15,ETH-X,77.34731256866006,token_transfer,1.5394085257889685,0xFrom018,0xTo010,119.06911241505954,2023-03-15
2023-03-03,USD-ST,13.087366071834982,token_minting,0.648084435824696,0xFrom037,0xTo041,8.481718257096443,2023-03-03
2023-04-10,BTC-Y,96.98210450785447,token_burning,1.7109653384288093,0xFrom005,0xTo032,165.93301926081938,2023-04-10
2023-01-14,USD-ST,45.37895413836392,token_minting,1.5335798782563164,0xFrom046,0xTo049,69.59225096291111,2023-01-14
2023-04-05,USD-ST,23.605046334646396,token_burning,1.9803227375229262,0xFrom014,0xTo035,46.74560997678247,2023-04-05
2023-02-17,USD-ST,7.349674733001265,token_transfer,1.76140094231757,0xFrom019,0xTo036,12.945724000436064,2023-02-17
2023-01-15,USD-ST,16.975790508754073,token_burning,1.5992125370615133,0xFrom008,0xTo040,27.14789700812936,2023-01-15
2023-03-13,BTC-Y,51.977394855601766,token_burning,1.8795576984962423,0xFrom031,0xTo016,97.69451264862528,2023-03-13
2023-03-19,BTC-Y,33.70031764312863,token_minting,0.7878838271444617,0xFrom003,0xTo034,26.55193524065221,2023-03-19
2023-03-28,ETH-X,82.88833658826094,token_minting,1.6907193225172081,0xFrom049,0xTo047,140.14091228108285,2023-03-28
2023-03-03,BTC-Y,43.08875236618059,token_burning,0.8442212056455554,0xFrom017,0xTo004,36.37643847233976,2023-03-03
2023-02-09,BTC-Y,24.871427258762992,token_transfer,2.351044415703762,0xFrom004,0xTo047,58.47383016729706,2023-02-09
2023-03-26,ETH-X,61.714498660403,token_transfer,0.6366682096912084,0xFrom019,0xTo031,39.29165937410926,2023-03-26
2023-03-21,BTC-Y,70.67772168854458,token_minting,1.3607494993815865,0xFrom022,0xTo002,96.17467440511814,2023-03-21
2023-03-23,USD-ST,16.704190790094987,token_transfer,1.8915949553108897,0xFrom010,0xTo046,31.597563031094303,2023-03-23
2023-02-22,USD-ST,16.761921628831765,token_minting,1.4160444233365175,0xFrom036,0xTo034,23.735625646910975,2023-02-22
2023-01-24,ETH-X,3.667142693354297,token_transfer,0.6841905064658047,0xFrom021,0xTo013,2.5090242166484518,2023-01-24
2023-01-26,ETH-X,73.64020150656405,token_burning,1.6067580322534147,0xFrom003,0xTo047,118.32198526743181,2023-01-26
2023-03-30,ETH-X,66.38045276218051,token_minting,1.783263817654709,0xFrom028,0xTo030,118.3738596103341,2023-03-30
2023-03-01,USD-ST,47.46308757498139,token_minting,1.9075846219810153,0xFrom043,0xTo030,90.53985596977269,2023-03-01
2023-02-10,BTC-Y,84.41704489691972,token_burning,1.2465196289255178,0xFrom033,0xTo016,105.22750347989715,2023-02-10
2023-01-29,USD-ST,80.56701529500532,token_minting,1.6273199420575244,0xFrom012,0xTo023,131.10831066161575,2023-01-29
2023-01-15,ETH-X,58.535436439675216,token_transfer,1.4013729498778262,0xFrom041,0xTo022,82.02997723585366,2023-01-15
2023-02-14,BTC-Y,86.82712805132586,token_transfer,1.8441120775045068,0xFrom008,0xTo017,160.11895549448036,2023-02-14
2023-03-06,BTC-Y,20.584121003676824,token_minting,1.667113934649637,0xFrom041,0xTo049,34.31607495774391,2023-03-06
2023-03-30,USD-ST,11.191961939772789,token_transfer,1.5515124391182697,0xFrom030,0xTo013,17.36446816769572,2023-03-30
2023-03-12,ETH-X,26.974961151698963,token_minting,0.9990487336764973,0xFrom006,0xTo049,26.94930077957756,2023-03-12
2023-01-09,USD-ST,5.708685608931486,token_burning,0.5040370354964678,0xFrom003,0xTo014,2.8773889709071745,2023-01-09
2023-03-29,BTC-Y,53.1169528001032,token_minting,0.8481633506228585,0xFrom018,0xTo014,45.05185266181176,2023-03-29
2023-01-01,USD-ST,93.66056922949615,token_burning,0.7341320828483373,0xFrom041,0xTo005,68.75922876921089,2023-01-01
2023-01-08,USD-ST,3.9343540668509647,token_transfer,1.3981694900218935,0xFrom029,0xTo026,5.500893819214576,2023-01-08
2023-03-29,ETH-X,12.21099140100268,token_burning,1.7245163015236893,0xFrom030,0xTo014,21.058053728794714,2023-03-29
2023-03-04,ETH-X,45.21990282834353,token_transfer,0.9261700173696163,0xFrom034,0xTo049,41.88131818797929,2023-03-04
2023-01-11,BTC-Y,93.38750175279048,token_minting,2.3781141919343742,0xFrom020,0xTo035,222.0861432676073,2023-01-11
2023-03-22,USD-ST,31.61561049767505,token_transfer,0.5133642584477756,0xFrom030,0xTo007,16.23032443851266,2023-03-22
2023-01-08,USD-ST,50.723480868839246,token_minting,2.0446020303306858,0xFrom018,0xTo014,103.70933196986842,2023-01-08
2023-02-04,USD-ST,4.15728590503921,token_minting,1.7504095390608845,0xFrom030,0xTo002,7.276952904783995,2023-02-04
2023-02-04,BTC-Y,14.834320096208886,token_burning,1.2471096020953638,0xFrom031,0xTo046,18.500023032538323,2023-02-04
2023-02-02,BTC-Y,98.66301229588468,token_burning,0.6009778888248158,0xFrom001,0xTo012,59.29428883467762,2023-02-02
2023-01-05,ETH-X,96.51186964360456,token_burning,1.7549731435685587,0xFrom009,0xTo040,169.37573926011564,2023-01-05
2023-02-10,ETH-X,0.49399809344096157,token_burning,1.271227025731296,0xFrom001,0xTo033,0.6279837270418844,2023-02-10
2023-01-28,ETH-X,95.18117854232389,token_transfer,2.3725342788264383,0xFrom001,0xTo023,225.8206087907629,2023-01-28
2023-01-07,USD-ST,63.91199378155004,token_transfer,1.5839801497795318,0xFrom023,0xTo039,101.23532948280814,2023-01-07
2023-03-14,USD-ST,86.79182945200222,token_transfer,2.3793030225870164,0xFrom016,0xTo031,206.5040621510057,2023-03-14
2023-03-13,ETH-X,45.47398556338591,token_minting,0.9409673869466082,0xFrom031,0xTo031,42.78953736962703,2023-03-13
2023-01-12,USD-ST,51.55960285792502,token_transfer,1.9514518207282066,0xFrom015,0xTo029,100.61608087312102,2023-01-12
2023-02-03,ETH-X,48.88465802569202,token_transfer,1.7344980416974514,0xFrom015,0xTo048,84.79034361461241,2023-02-03
2023-02-02,BTC-Y,66.68642575461044,token_transfer,1.9788164596626237,0xFrom045,0xTo012,131.96019691929263,2023-02-02
2023-02-17,ETH-X,13.96512547563129,token_burning,0.9293357279450736,0xFrom038,0xTo000,12.978290049740096,2023-02-17
2023-01-23,BTC-Y,2.9973589872677953,token_transfer,1.8299890324755475,0xFrom030,0xTo033,5.4851340730920795,2023-01-23
2023-03-03,USD-ST,30.79299415911909,token_minting,1.496080786113738,0xFrom042,0xTo014,46.06880690837063,2023-03-03
2023-03-29,ETH-X,70.46807627366466,token_burning,1.9856499498126325,0xFrom023,0xTo043,139.924932116195,2023-03-29
2023-02-06,USD-ST,20.185345212294838,token_minting,1.1540892883036356,0xFrom000,0xTo013,23.295690690220546,2023-02-06
2023-04-09,BTC-Y,67.34324333249174,token_transfer,2.2801140509305053,0xFrom010,0xTo028,153.55027535764648,2023-04-09
2023-02-13,BTC-Y,96.99120461072704,token_burning,0.6686026292227008,0xFrom020,0xTo033,64.84857441420904,2023-02-13
2023-03-27,BTC-Y,9.39007157894184,token_minting,2.114378637582376,0xFrom003,0xTo017,19.854166751884037,2023-03-27
2023-04-01,USD-ST,67.26021182251263,token_transfer,2.2226392516301816,0xFrom006,0xTo006,149.49518686967696,2023-04-01
2023-02-04,USD-ST,44.375021930457116,token_minting,2.134504622733642,0xFrom025,0xTo028,94.71868944446746,2023-02-04
2023-03-06,USD-ST,86.81422543775054,token_minting,1.525452788523552,0xFrom046,0xTo030,132.43100227752885,2023-03-06
2023-04-09,USD-ST,17.71497894473859,token_minting,1.3767699600615226,0xFrom049,0xTo024,24.38945085423846,2023-04-09
2023-02-16,BTC-Y,69.26259522261645,token_transfer,2.492524573049754,0xFrom011,0xTo037,172.63872058556998,2023-02-16
2023-03-19,BTC-Y,83.81152896481102,token_transfer,0.9583439024283242,0xFrom030,0xTo013,80.32026773662152,2023-03-19
2023-01-03,ETH-X,94.46142194740233,token_minting,1.5937519317520892,0xFrom016,0xTo007,150.54807370472165,2023-01-03
2023-01-01,ETH-X,68.32480282896458,token_burning,1.841351050764651,0xFrom032,0xTo026,125.80994748240154,2023-01-01
2023-01-05,USD-ST,49.71747640084273,token_burning,1.901735271722864,0xFrom010,0xTo001,94.54947849253172,2023-01-05
2023-03-31,BTC-Y,61.78472402012139,token_transfer,0.9080493314771574,0xFrom027,0xTo016,56.10357734197189,2023-03-31
2023-01-14,BTC-Y,86.89049844787182,token_transfer,1.8079881846796024,0xFrom031,0xTo036,157.09699455467359,2023-01-14
2023-01-27,BTC-Y,57.060974663882966,token_transfer,2.1367391329626746,0xFrom000,0xTo013,121.92441752931043,2023-01-27
2023-01-09,ETH-X,3.038705969683686,token_transfer,0.6000371536422244,0xFrom046,0xTo024,1.8233364808046344,2023-01-09
2023-03-20,ETH-X,93.09486955069778,token_transfer,2.323042586650633,0xFrom027,0xTo029,216.26334656495624,2023-03-20
2023-01-15,BTC-Y,68.95267510315611,token_burning,0.5590081102904119,0xFrom041,0xTo028,38.545104608884024,2023-01-15
2023-03-31,BTC-Y,67.65133857772466,token_transfer,1.2119420649767887,0xFrom006,0xTo019,81.98950297433151,2023-03-31
2023-02-11,BTC-Y,21.567515239771716,token_minting,0.5316263924659241,0xFrom001,0xTo020,11.465860321373677,2023-02-11
2023-03-18,ETH-X,65.88854702326572,token_minting,0.6542903370791637,0xFrom041,0xTo021,43.110239641508855,2023-03-18
2023-02-20,BTC-Y,39.386440565415846,token_burning,2.322336570360158,0xFrom023,0xTo034,91.46857130138204,2023-02-20
2023-03-04,BTC-Y,65.12329770414921,token_minting,1.2097216614922957,0xFrom003,0xTo036,78.78106390052078,2023-03-04
2023-04-06,USD-ST,10.659303030799073,token_burning,1.3495430608501058,0xFrom043,0xTo015,14.38518843871339,2023-04-06
2023-02-21,USD-ST,65.7845304603036,token_burning,0.9306887627651053,0xFrom018,0xTo049,61.224923263183335,2023-02-21
2023-04-06,ETH-X,99.94137257706666,token_minting,1.6941915403734396,0xFrom025,0xTo048,169.3198279533764,2023-04-06
2023-01-04,BTC-Y,4.821203886055603,token_transfer,1.6896064293555793,0xFrom010,0xTo042,8.14593708311365,2023-01-04
2023-04-04,BTC-Y,97.71741842213173,token_minting,1.2444007836504385,0xFrom039,0xTo016,121.59963206079851,2023-04-04
2023-01-23,USD-ST,40.690796072287064,token_minting,1.1660697436107967,0xFrom049,0xTo015,47.44830614333099,2023-01-23
2023-01-15,ETH-X,87.07534503372591,token_burning,2.2699286163611756,0xFrom042,0xTo001,197.65481747157742,2023-01-15
2023-02-12,USD-ST,78.23854840582734,token_minting,1.2665684792844027,0xFrom010,0xTo003,99.09447927578788,2023-02-12
2023-01-29,USD-ST,56.70162609866678,token_burning,1.4870019843088165,0xFrom044,0xTo020,84.31543052225408,2023-01-29
2023-02-05,USD-ST,73.84492092513266,token_transfer,1.0666095248498613,0xFrom002,0xTo038,78.76369602053131,2023-02-05
2023-01-13,USD-ST,87.8515561301348,token_transfer,2.0735390067142547,0xFrom011,0xTo033,182.1636284363813,2023-01-13
2023-02-01,BTC-Y,40.4140321651033,token_transfer,1.2948963137981833,0xFrom002,0xTo029,52.33198127631348,2023-02-01
2023-03-12,BTC-Y,32.70331615632387,token_minting,1.527222093088649,0xFrom041,0xTo005,49.94522695120078,2023-03-12
2023-02-28,USD-ST,66.75933855635847,token_burning,1.0067143401193228,0xFrom026,0xTo016,67.20758346156688,2023-02-28
2023-03-27,ETH-X,80.78459419412586,token_transfer,2.475319184682504,0xFrom048,0xTo038,199.96765583551056,2023-03-27
2023-01-28,ETH-X,76.22851347766158,token_burning,1.0829914818474458,0xFrom001,0xTo024,82.55483077020071,2023-01-28
2023-03-07,ETH-X,79.78136488586345,token_burning,2.0414850618111036,0xFrom048,0xTo004,162.87246462539116,2023-03-07
2023-02-11,ETH-X,43.5583314812933,token_transfer,1.3549913007135184,0xFrom015,0xTo004,59.02116023074821,2023-02-11
2023-02-14,USD-ST,81.78342161750216,token_transfer,0.9124348101682798,0xFrom001,0xTo019,74.62204077847797,2023-02-14
2023-03-03,BTC-Y,12.020905537060845,token_burning,2.099437527929722,0xFrom029,0xTo015,25.23714020420373,2023-03-03
2023-02-26,ETH-X,54.448909796084955,token_transfer,1.1672135780580863,0xFrom019,0xTo040,63.55350682445031,2023-02-26
2023-01-06,USD-ST,0.575866049812157,token_burning,2.230386694795622,0xFrom037,0xTo036,1.284403975485548,2023-01-06
2023-01-28,ETH-X,32.45858299002703,token_burning,2.330514369835646,0xFrom027,0xTo039,75.64519408276087,2023-01-28
2023-01-28,ETH-X,36.646153487139784,token_transfer,2.219647670782552,0xFrom024,0xTo008,81.34154923086972,2023-01-28
2023-02-13,USD-ST,39.61726916092554,token_minting,0.5700158296136113,0xFrom031,0xTo004,22.58247054779071,2023-02-13
2023-03-25,BTC-Y,69.54672066898621,token_transfer,2.074746690010211,0xFrom009,0xTo041,144.29182850904385,2023-03-25
2023-01-30,BTC-Y,38.85581012703457,token_minting,1.3226789329982878,0xFrom041,0xTo001,51.393761479610156,2023-01-30
2023-03-03,USD-ST,44.86936226225306,token_burning,2.24744584036445,0xFrom039,0xTo008,100.84146157610627,2023-03-03
2023-03-16,BTC-Y,23.754413087432745,token_burning,1.7759085253694775,0xFrom032,0xTo042,42.185664717120105,2023-03-16
2023-04-02,USD-ST,37.325179162934006,token_minting,2.167286268287917,0xFrom012,0xTo035,80.89434826121317,2023-04-02
2023-03-30,USD-ST,22.726962726315147,token_burning,1.4988635397336707,0xFrom040,0xTo021,34.06461579935991,2023-03-30
2023-03-03,USD-ST,7.319592376844364,token_minting,1.5700510091978657,0xFrom041,0xTo021,11.492133398181497,2023-03-03
2023-04-07,BTC-Y,60.34485933813779,token_minting,0.7887752642673345,0xFrom046,0xTo021,47.59853237161476,2023-04-07
2023-01-01,USD-ST,66.82127985550163,token_burning,2.0679747173787106,0xFrom036,0xTo033,138.1847173240647,2023-01-01
2023-01-27,ETH-X,61.94903460096145,token_minting,1.3387792233339433,0xFrom015,0xTo028,82.93608042936275,2023-01-27
2023-03-03,BTC-Y,46.34940438005724,token_transfer,1.5001602365431652,0xFrom044,0xTo037,69.53153343842148,2023-03-03
2023-03-18,BTC-Y,37.978578017922985,token_transfer,2.070195428191415,0xFrom021,0xTo045,78.62307858191514,2023-03-18
2023-01-03,BTC-Y,86.33336495718252,token_burning,1.697690800158878,0xFrom019,0xTo032,146.56735943456763,2023-01-03
2023-03-11,BTC-Y,51.908178513621806,token_burning,0.9021974548853349,0xFrom049,0xTo017,46.83142654272322,2023-03-11
2023-03-13,ETH-X,47.9181877629731,token_minting,1.6804653183017855,0xFrom042,0xTo006,80.52485265154931,2023-03-13
2023-01-27,BTC-Y,2.5642065806435688,token_minting,1.3152657159593115,0xFrom026,0xTo000,3.3726130041577416,2023-01-27
2023-01-09,BTC-Y,34.12478276261564,token_minting,1.4390510840877253,0xFrom040,0xTo032,49.107305628800155,2023-01-09
2023-03-03,USD-ST,38.019561878585705,token_minting,0.5566225488053356,0xFrom015,0xTo000,21.162545437320546,2023-03-03
2023-02-06,BTC-Y,39.88227808969005,token_transfer,0.9200586990325632,0xFrom033,0xTo023,36.694036893655124,2023-02-06
2023-04-07,ETH-X,58.017236922733225,token_transfer,1.0620761627620565,0xFrom031,0xTo003,61.61872436495361,2023-04-07
2023-02-20,ETH-X,53.360254672687844,token_burning,1.9259200157176115,0xFrom025,0xTo003,102.76758251791873,2023-02-20
2023-02-13,ETH-X,60.79050927934446,token_minting,0.5229849465962306,0xFrom024,0xTo017,31.792521249015625,2023-02-13
2023-01-24,ETH-X,76.48832615421283,token_minting,1.317554522458264,0xFrom001,0xTo026,100.77754003974583,2023-01-24
2023-03-20,BTC-Y,81.29857387160935,token_burning,2.3480537408514657,0xFrom011,0xTo042,190.89342050512155,2023-03-20
2023-02-28,BTC-Y,71.81230762264944,token_minting,0.7237612330982477,0xFrom039,0xTo031,51.974964316599454,2023-02-28
2023-02-01,ETH-X,95.55236959549347,token_minting,1.532848776437222,0xFrom008,0xTo032,146.4673328201294,2023-02-01
2023-04-06,ETH-X,1.823258267636163,token_minting,2.0730447647816943,0xFrom011,0xTo027,3.779696006568089,2023-04-06
2023-03-29,BTC-Y,19.57779856835461,token_minting,2.3850626150402334,0xFrom025,0xTo041,46.694275450170785,2023-03-29
2023-02-21,ETH-X,0.756287497814212,token_minting,1.993553279067436,0xFrom008,0xTo040,1.5076994211852286,2023-02-21
2023-03-03,USD-ST,64.7474714154603,token_burning,1.9411310972888123,0xFrom009,0xTo035,125.68333023536846,2023-03-03
2023-02-27,ETH-X,89.8030548949987,token_minting,2.1529761803915246,0xFrom031,0xTo005,193.3438381153247,2023-02-27
2023-02-21,ETH-X,24.34822965762993,token_burning,1.3924024419550873,0xFrom033,0xTo015,33.902534432567194,2023-02-21
2023-01-12,USD-ST,92.70345447963066,token_minting,2.111689065235666,0xFrom047,0xTo033,195.76087113420837,2023-01-12
2023-02-08,USD-ST,6.026739028956085,token_transfer,0.5159288094909023,0xFrom019,0xTo022,3.109368292321669,2023-02-08
2023-01-02,BTC-Y,93.44360268055144,token_transfer,2.3491221107536098,0xFrom038,0xTo049,219.51043316535865,2023-01-02
